,Unnamed: 0,faq_id,faq,query,match,score
3474,3474,47.0,How does MME handle RA Key changes?,Need help with project creation  ,0.0,1.3727544491762278e-13
3475,3475,47.0,How does MME handle RA Key changes?,Do you know how to create it or if you have a job aid on creation?,0.0,4.060733083122159e-09
3476,3476,47.0,How does MME handle RA Key changes?,Closing of a contract,0.0,3.033858564762196e-14
3477,3477,47.0,How does MME handle RA Key changes?,what does MME stand for,0.0,1.0809346349560656e-05
3478,3478,48.0,What to be aware of when MME changes RA Key?,Can change contract end date by WBS?,0.0,1.453179947930039e-06
3479,3479,48.0,What to be aware of when MME changes RA Key?,how can I change contract end date by WBS?,0.0,1.453179947930039e-06
3480,3480,48.0,What to be aware of when MME changes RA Key?,Is there a way to change the contract end date by WBS?,0.0,8.677711775817443e-07
3481,3481,48.0,What to be aware of when MME changes RA Key?,How to forecast PoC Contract Loss in MME?,0.0,2.1565651877608616e-06
3482,3482,48.0,What to be aware of when MME changes RA Key?,how can I forecast PoC Contract Loss?,0.0,1.2551473638211519e-08
3483,3483,48.0,What to be aware of when MME changes RA Key?,Is there a way to forecast PoC contract Loss?,0.0,1.7201404745037507e-08
3484,3484,48.0,What to be aware of when MME changes RA Key?,When?user can?able to see the Jan14 revenue numbers in MME?,0.0,7.764108886476606e-06
3485,3485,48.0,What to be aware of when MME changes RA Key?,when can a user be able to see the Jan 14 revenue numbers?,0.0,8.198916816581914e-07
3486,3486,48.0,What to be aware of when MME changes RA Key?,Will a user be able to see the revenue numbers for Jan14?,0.0,8.198916816581914e-07
3487,3487,48.0,What to be aware of when MME changes RA Key?,Can download the cost transaction everything report in Local currency?,0.0,9.12255568395054e-14
3488,3488,48.0,What to be aware of when MME changes RA Key?,Can I download the cost transaction report in Local currency?,0.0,5.275513641385399e-14
3489,3489,48.0,What to be aware of when MME changes RA Key?,How do I download the cost transaction report in Local currency?,0.0,5.275513641385399e-14
3490,3490,48.0,What to be aware of when MME changes RA Key?,Best practice on SAP structures for MME success,0.0,0.00014178913261275738
3491,3491,48.0,What to be aware of when MME changes RA Key?,what are the best practices on sap structures?,0.0,5.616969929178595e-07
3492,3492,48.0,What to be aware of when MME changes RA Key?,Enumerate SAP structures' best practices,0.0,2.565791419328889e-06
3493,3493,48.0,What to be aware of when MME changes RA Key?,"I cannot tick on Include Actuals in MME, why?",0.0,1.0587591532384977e-06
3494,3494,48.0,What to be aware of when MME changes RA Key?,why can't I tick on Include Actuals?,0.0,3.858141326418263e-07
3495,3495,48.0,What to be aware of when MME changes RA Key?,What to do when I can't tick on MME's Include Actuals?,0.0,2.6967602479999186e-06
3496,3496,48.0,What to be aware of when MME changes RA Key?,If changed the owner name of contract in MME then it will that get effect into/anywhere..?,0.0,3.703547690747655e-06
3497,3497,48.0,What to be aware of when MME changes RA Key?,what is the effect of changing the owner name of a contract?,0.0,1.4285843974448653e-07
3498,3498,48.0,What to be aware of when MME changes RA Key?,What will happen when I change the owner name of an MME contract?,0.0,9.853058458020314e-08
3499,3499,48.0,What to be aware of when MME changes RA Key?,Can you tell me about contract commitment in WMU Dashboard? How can I use it?,0.0,1.0420323458271152e-11
3500,3500,48.0,What to be aware of when MME changes RA Key?,How can I use the contract commitment in WMU Dashboard?,0.0,1.3900644991896114e-14
3501,3501,48.0,What to be aware of when MME changes RA Key?,What is a Contract Commitment graph in the WMU Dashboard and how can I use it?,0.0,2.5860986962999988e-11
3502,3502,48.0,What to be aware of when MME changes RA Key?,How can I close a contract?,0.0,1.0475750475413825e-11
3503,3503,48.0,What to be aware of when MME changes RA Key?,is there a way to delete a contract?,0.0,1.1817960672566574e-11
3504,3504,48.0,What to be aware of when MME changes RA Key?,how can I delete a contract?,0.0,3.127400421965021e-11
3505,3505,48.0,What to be aware of when MME changes RA Key?,What are the steps needed for managing the Submission Confirmation email?,0.0,1.4762078670571555e-08
3506,3506,48.0,What to be aware of when MME changes RA Key?,Can I control which resources will be receiving the Submission Confirmation email?,0.0,2.756158634653616e-10
3507,3507,48.0,What to be aware of when MME changes RA Key?,"Regarding contracts, how do I end one in MME?",0.0,4.988755222257168e-07
3508,3508,48.0,What to be aware of when MME changes RA Key?,Can you terminate a contract in MME?,0.0,5.595091323584711e-08
3509,3509,48.0,What to be aware of when MME changes RA Key?,Are there applications that supports MME for Cost Collectors?,0.0,4.647091373044532e-06
3510,3510,48.0,What to be aware of when MME changes RA Key?,Once a cost collector has been activated can I use applications that are integrated with MME?,0.0,2.12372788155335e-06
3511,3511,48.0,What to be aware of when MME changes RA Key?,What is the relevance of ODE Version in the graph?,0.0,2.793622115859762e-07
3512,3512,48.0,What to be aware of when MME changes RA Key?,What are the details for using dashboards?,0.0,3.3844717596521155e-15
3513,3513,48.0,What to be aware of when MME changes RA Key?,If I have a View Only access to a contract can I run reports for that contract?,0.0,2.861368097756972e-14
3514,3514,48.0,What to be aware of when MME changes RA Key?,What type of access needed to run reports for a specific contract?,0.0,1.9641506303347267e-12
3515,3515,48.0,What to be aware of when MME changes RA Key?,Can you give me details regarding the availability of the revenue amounts? ,0.0,6.773323568687317e-10
3516,3516,48.0,What to be aware of when MME changes RA Key?,How long will it take to receive the revenue amounts in MME?,0.0,0.00017251241661142558
3517,3517,48.0,What to be aware of when MME changes RA Key?,Can I change the Owner field on a contract WMU?,0.0,9.62168655860296e-09
3518,3518,48.0,What to be aware of when MME changes RA Key?,I want to change the owner field on a contract.,0.0,6.057610590914919e-08
3519,3519,48.0,What to be aware of when MME changes RA Key?,How to view resources on the roster page?,0.0,9.97764093568776e-10
3520,3520,48.0,What to be aware of when MME changes RA Key?,Roster page wasn't able to diplay all resources. Why?,0.0,2.916264747909736e-05
3521,3521,48.0,What to be aware of when MME changes RA Key?,What is the link for Contract Loss?,0.0,3.2916416120576386e-11
3522,3522,48.0,What to be aware of when MME changes RA Key?,Can you provide details for PoC Contract Loss?,0.0,1.1657888543403772e-10
3523,3523,48.0,What to be aware of when MME changes RA Key?,What is the use of Include Actuals?,0.0,1.9985732180316518e-08
3524,3524,48.0,What to be aware of when MME changes RA Key?,"Checkbox is disabled in Include Actuals, can I have an alternative solution for this matter?",0.0,2.1697383889573985e-09
3525,3525,48.0,What to be aware of when MME changes RA Key?,Can you give me information about deleting contracts,0.0,3.997596090959954e-12
3526,3526,48.0,What to be aware of when MME changes RA Key?,Can you tell me the process of deleting a contract,0.0,1.0961067123393953e-12
3527,3527,48.0,What to be aware of when MME changes RA Key?,I need to know how i close a contract in MME with the Strikethrough,0.0,3.068925380489418e-08
3528,3528,48.0,What to be aware of when MME changes RA Key?,I couldn't delete a contract,0.0,3.452390803793115e-11
3529,3529,48.0,What to be aware of when MME changes RA Key?,can I delete a contract from mme,0.0,5.595091323584711e-08
3530,3530,48.0,What to be aware of when MME changes RA Key?,I need to close / Delete a contract in MME,0.0,6.322182599660664e-08
3531,3531,48.0,What to be aware of when MME changes RA Key?,Is IWEP supported in MME?,0.0,0.0002641676983330399
3532,3532,48.0,What to be aware of when MME changes RA Key?,how do I gain access in MME?,0.0,7.323721717966691e-08
3533,3533,48.0,What to be aware of when MME changes RA Key?,request access for new joiner,0.0,2.5209631715483738e-08
3534,3534,48.0,What to be aware of when MME changes RA Key?,need to ask how to close contract in MME,0.0,6.322182599660664e-08
3535,3535,48.0,What to be aware of when MME changes RA Key?,costs not showing as expected in Cost tab,0.0,1.6698339759535497e-14
3536,3536,48.0,What to be aware of when MME changes RA Key?,I am getting a error when trying to put in a forecast,0.0,8.915583293855889e-08
3537,3537,48.0,What to be aware of when MME changes RA Key?,"I got an error saying, The forecast submission attempted to update EACs for a closed month. Please resubmit using a forecast version from  the current open forecasting month.""",0.0,2.963729741622956e-07
3538,3538,48.0,What to be aware of when MME changes RA Key?,I would need to have access to MME,0.0,1.7866994994619745e-07
3539,3539,48.0,What to be aware of when MME changes RA Key?,I would like support in knowing the procedure to get access to MME of my current project,0.0,1.363674867471687e-10
3540,3540,48.0,What to be aware of when MME changes RA Key?,I would like access to MME,0.0,6.82996343925879e-08
3541,3541,48.0,What to be aware of when MME changes RA Key?,how do i get access?,0.0,3.3613502606333334e-12
3542,3542,48.0,What to be aware of when MME changes RA Key?,how do I get MME access,0.0,6.159993848342538e-09
3543,3543,48.0,What to be aware of when MME changes RA Key?,I'd like to better undersand the functionality of the balance sheet,0.0,1.7847282833827194e-06
3544,3544,48.0,What to be aware of when MME changes RA Key?,i need support on a query around setting up a project in MME,0.0,2.2651431208942086e-05
3545,3545,48.0,What to be aware of when MME changes RA Key?,how to create a project,0.0,3.9920719507868796e-11
3546,3546,48.0,What to be aware of when MME changes RA Key?,I am trying to create a project,0.0,7.29332538806915e-10
3547,3547,48.0,What to be aware of when MME changes RA Key?,i'm trying to setup a new project,0.0,2.218657080277353e-08
3548,3548,48.0,What to be aware of when MME changes RA Key?,Need help with project creation  ,0.0,1.2979886263031482e-11
3549,3549,48.0,What to be aware of when MME changes RA Key?,Do you know how to create it or if you have a job aid on creation?,0.0,1.912250411351124e-07
3550,3550,48.0,What to be aware of when MME changes RA Key?,Closing of a contract,0.0,1.0475750475413825e-11
3551,3551,48.0,What to be aware of when MME changes RA Key?,what does MME stand for,0.0,0.0002908453461714089
3552,3552,49.0,Does MME handle Client Financing?,Can change contract end date by WBS?,0.0,1.0602047885444055e-11
3553,3553,49.0,Does MME handle Client Financing?,how can I change contract end date by WBS?,0.0,1.0602047885444055e-11
3554,3554,49.0,Does MME handle Client Financing?,Is there a way to change the contract end date by WBS?,0.0,9.38022576280062e-12
3555,3555,49.0,Does MME handle Client Financing?,How to forecast PoC Contract Loss in MME?,0.0,1.0374257876366588e-11
3556,3556,49.0,Does MME handle Client Financing?,how can I forecast PoC Contract Loss?,0.0,4.4532814935660525e-11
3557,3557,49.0,Does MME handle Client Financing?,Is there a way to forecast PoC contract Loss?,0.0,7.374308108598626e-11
3558,3558,49.0,Does MME handle Client Financing?,When?user can?able to see the Jan14 revenue numbers in MME?,0.0,5.038651806898997e-07
3559,3559,49.0,Does MME handle Client Financing?,when can a user be able to see the Jan 14 revenue numbers?,0.0,4.0009319945966126e-07
3560,3560,49.0,Does MME handle Client Financing?,Will a user be able to see the revenue numbers for Jan14?,0.0,4.0009319945966126e-07
3561,3561,49.0,Does MME handle Client Financing?,Can download the cost transaction everything report in Local currency?,0.0,5.2040216580451215e-09
3562,3562,49.0,Does MME handle Client Financing?,Can I download the cost transaction report in Local currency?,0.0,4.808987874582726e-09
3563,3563,49.0,Does MME handle Client Financing?,How do I download the cost transaction report in Local currency?,0.0,4.808987874582726e-09
3564,3564,49.0,Does MME handle Client Financing?,Best practice on SAP structures for MME success,0.0,3.3494359286123654e-08
3565,3565,49.0,Does MME handle Client Financing?,what are the best practices on sap structures?,0.0,3.864613143389484e-11
3566,3566,49.0,Does MME handle Client Financing?,Enumerate SAP structures' best practices,0.0,1.1855096904156426e-09
3567,3567,49.0,Does MME handle Client Financing?,"I cannot tick on Include Actuals in MME, why?",0.0,1.1303741276336154e-10
3568,3568,49.0,Does MME handle Client Financing?,why can't I tick on Include Actuals?,0.0,1.494955548242416e-11
3569,3569,49.0,Does MME handle Client Financing?,What to do when I can't tick on MME's Include Actuals?,0.0,1.5955702037384611e-10
3570,3570,49.0,Does MME handle Client Financing?,If changed the owner name of contract in MME then it will that get effect into/anywhere..?,0.0,2.095302278348754e-07
3571,3571,49.0,Does MME handle Client Financing?,what is the effect of changing the owner name of a contract?,0.0,5.182105411449811e-08
3572,3572,49.0,Does MME handle Client Financing?,What will happen when I change the owner name of an MME contract?,0.0,2.3081049675965915e-06
3573,3573,49.0,Does MME handle Client Financing?,Can you tell me about contract commitment in WMU Dashboard? How can I use it?,0.0,1.615352687167615e-07
3574,3574,49.0,Does MME handle Client Financing?,How can I use the contract commitment in WMU Dashboard?,0.0,1.376209146641827e-09
3575,3575,49.0,Does MME handle Client Financing?,What is a Contract Commitment graph in the WMU Dashboard and how can I use it?,0.0,3.4554659578134306e-07
3576,3576,49.0,Does MME handle Client Financing?,How can I close a contract?,0.0,4.0942204293514806e-08
3577,3577,49.0,Does MME handle Client Financing?,is there a way to delete a contract?,0.0,9.898016628540063e-09
3578,3578,49.0,Does MME handle Client Financing?,how can I delete a contract?,0.0,2.645293761815992e-07
3579,3579,49.0,Does MME handle Client Financing?,What are the steps needed for managing the Submission Confirmation email?,0.0,0.0012935861013829708
3580,3580,49.0,Does MME handle Client Financing?,Can I control which resources will be receiving the Submission Confirmation email?,0.0,4.008080213679932e-05
3581,3581,49.0,Does MME handle Client Financing?,"Regarding contracts, how do I end one in MME?",0.0,1.8909029897429264e-09
3582,3582,49.0,Does MME handle Client Financing?,Can you terminate a contract in MME?,0.0,1.50021396621014e-05
3583,3583,49.0,Does MME handle Client Financing?,Are there applications that supports MME for Cost Collectors?,0.0,3.4582356533974234e-07
3584,3584,49.0,Does MME handle Client Financing?,Once a cost collector has been activated can I use applications that are integrated with MME?,0.0,8.49023695792539e-09
3585,3585,49.0,Does MME handle Client Financing?,What is the relevance of ODE Version in the graph?,0.0,8.879265378514134e-11
3586,3586,49.0,Does MME handle Client Financing?,What are the details for using dashboards?,0.0,1.2989940720298243e-11
3587,3587,49.0,Does MME handle Client Financing?,If I have a View Only access to a contract can I run reports for that contract?,0.0,2.654870456808567e-07
3588,3588,49.0,Does MME handle Client Financing?,What type of access needed to run reports for a specific contract?,0.0,2.138009449481615e-06
3589,3589,49.0,Does MME handle Client Financing?,Can you give me details regarding the availability of the revenue amounts? ,0.0,9.746118578846108e-09
3590,3590,49.0,Does MME handle Client Financing?,How long will it take to receive the revenue amounts in MME?,0.0,9.55770883592777e-06
3591,3591,49.0,Does MME handle Client Financing?,Can I change the Owner field on a contract WMU?,0.0,2.9992106576059996e-09
3592,3592,49.0,Does MME handle Client Financing?,I want to change the owner field on a contract.,0.0,2.904832001604518e-07
3593,3593,49.0,Does MME handle Client Financing?,How to view resources on the roster page?,0.0,4.3346790046250305e-10
3594,3594,49.0,Does MME handle Client Financing?,Roster page wasn't able to diplay all resources. Why?,0.0,6.940601871008312e-09
3595,3595,49.0,Does MME handle Client Financing?,What is the link for Contract Loss?,0.0,2.673532228936182e-10
3596,3596,49.0,Does MME handle Client Financing?,Can you provide details for PoC Contract Loss?,0.0,5.4545104544168055e-11
3597,3597,49.0,Does MME handle Client Financing?,What is the use of Include Actuals?,0.0,7.441753879788848e-10
3598,3598,49.0,Does MME handle Client Financing?,"Checkbox is disabled in Include Actuals, can I have an alternative solution for this matter?",0.0,2.318893688180168e-11
3599,3599,49.0,Does MME handle Client Financing?,Can you give me information about deleting contracts,0.0,4.708052969704113e-08
3600,3600,49.0,Does MME handle Client Financing?,Can you tell me the process of deleting a contract,0.0,9.040065918064499e-11
3601,3601,49.0,Does MME handle Client Financing?,I need to know how i close a contract in MME with the Strikethrough,0.0,1.4279692095442442e-06
3602,3602,49.0,Does MME handle Client Financing?,I couldn't delete a contract,0.0,1.4337466325287096e-08
3603,3603,49.0,Does MME handle Client Financing?,can I delete a contract from mme,0.0,1.50021396621014e-05
3604,3604,49.0,Does MME handle Client Financing?,I need to close / Delete a contract in MME,0.0,1.5643340702808928e-06
3605,3605,49.0,Does MME handle Client Financing?,Is IWEP supported in MME?,0.0,1.2370508102321764e-06
3606,3606,49.0,Does MME handle Client Financing?,how do I gain access in MME?,0.0,0.0007429619436152279
3607,3607,49.0,Does MME handle Client Financing?,request access for new joiner,0.0,4.249033736414276e-05
3608,3608,49.0,Does MME handle Client Financing?,need to ask how to close contract in MME,0.0,1.5643340702808928e-06
3609,3609,49.0,Does MME handle Client Financing?,costs not showing as expected in Cost tab,0.0,8.591901062143803e-13
3610,3610,49.0,Does MME handle Client Financing?,I am getting a error when trying to put in a forecast,0.0,2.0229653997956565e-14
3611,3611,49.0,Does MME handle Client Financing?,"I got an error saying, The forecast submission attempted to update EACs for a closed month. Please resubmit using a forecast version from  the current open forecasting month.""",0.0,8.40544810403604e-13
3612,3612,49.0,Does MME handle Client Financing?,I would need to have access to MME,0.0,0.0009962569456547499
3613,3613,49.0,Does MME handle Client Financing?,I would like support in knowing the procedure to get access to MME of my current project,0.0,4.13792213294073e-06
3614,3614,49.0,Does MME handle Client Financing?,I would like access to MME,0.0,7.441660272888839e-05
3615,3615,49.0,Does MME handle Client Financing?,how do i get access?,0.0,7.544075586451982e-09
3616,3616,49.0,Does MME handle Client Financing?,how do I get MME access,0.0,2.8733664294122718e-05
3617,3617,49.0,Does MME handle Client Financing?,I'd like to better undersand the functionality of the balance sheet,0.0,1.6991595686022265e-08
3618,3618,49.0,Does MME handle Client Financing?,i need support on a query around setting up a project in MME,0.0,1.390225463637762e-07
3619,3619,49.0,Does MME handle Client Financing?,how to create a project,0.0,3.4018209256470033e-12
3620,3620,49.0,Does MME handle Client Financing?,I am trying to create a project,0.0,1.6280689903863665e-12
3621,3621,49.0,Does MME handle Client Financing?,i'm trying to setup a new project,0.0,4.144812049133861e-09
3622,3622,49.0,Does MME handle Client Financing?,Need help with project creation  ,0.0,1.2688351758161076e-10
3623,3623,49.0,Does MME handle Client Financing?,Do you know how to create it or if you have a job aid on creation?,0.0,7.345839208028337e-07
3624,3624,49.0,Does MME handle Client Financing?,Closing of a contract,0.0,4.0942204293514806e-08
3625,3625,49.0,Does MME handle Client Financing?,what does MME stand for,0.0,1.2775691971000924e-07
3626,3626,50.0,Where to find 925XXX accounts in MME?,Can change contract end date by WBS?,0.0,3.0893237967788423e-10
3627,3627,50.0,Where to find 925XXX accounts in MME?,how can I change contract end date by WBS?,0.0,3.0893237967788423e-10
3628,3628,50.0,Where to find 925XXX accounts in MME?,Is there a way to change the contract end date by WBS?,0.0,3.4141689475575276e-10
3629,3629,50.0,Where to find 925XXX accounts in MME?,How to forecast PoC Contract Loss in MME?,0.0,1.2355921841233908e-10
3630,3630,50.0,Where to find 925XXX accounts in MME?,how can I forecast PoC Contract Loss?,0.0,4.4624309802898665e-10
3631,3631,50.0,Where to find 925XXX accounts in MME?,Is there a way to forecast PoC contract Loss?,0.0,2.6381574702583066e-09
3632,3632,50.0,Where to find 925XXX accounts in MME?,When?user can?able to see the Jan14 revenue numbers in MME?,0.0,1.4183794519340154e-05
3633,3633,50.0,Where to find 925XXX accounts in MME?,when can a user be able to see the Jan 14 revenue numbers?,0.0,2.5375711629749276e-06
3634,3634,50.0,Where to find 925XXX accounts in MME?,Will a user be able to see the revenue numbers for Jan14?,0.0,2.5375711629749276e-06
3635,3635,50.0,Where to find 925XXX accounts in MME?,Can download the cost transaction everything report in Local currency?,0.0,1.2369937394396402e-06
3636,3636,50.0,Where to find 925XXX accounts in MME?,Can I download the cost transaction report in Local currency?,0.0,1.5980729131115368e-06
3637,3637,50.0,Where to find 925XXX accounts in MME?,How do I download the cost transaction report in Local currency?,0.0,1.5980729131115368e-06
3638,3638,50.0,Where to find 925XXX accounts in MME?,Best practice on SAP structures for MME success,0.0,2.629705875278887e-07
3639,3639,50.0,Where to find 925XXX accounts in MME?,what are the best practices on sap structures?,0.0,1.1276588907094265e-07
3640,3640,50.0,Where to find 925XXX accounts in MME?,Enumerate SAP structures' best practices,0.0,2.121219949913211e-06
3641,3641,50.0,Where to find 925XXX accounts in MME?,"I cannot tick on Include Actuals in MME, why?",0.0,2.2963511980833573e-07
3642,3642,50.0,Where to find 925XXX accounts in MME?,why can't I tick on Include Actuals?,0.0,1.3534619824895344e-07
3643,3643,50.0,Where to find 925XXX accounts in MME?,What to do when I can't tick on MME's Include Actuals?,0.0,2.618769485707162e-07
3644,3644,50.0,Where to find 925XXX accounts in MME?,If changed the owner name of contract in MME then it will that get effect into/anywhere..?,0.0,1.3812589827466581e-07
3645,3645,50.0,Where to find 925XXX accounts in MME?,what is the effect of changing the owner name of a contract?,0.0,1.7380092032226457e-08
3646,3646,50.0,Where to find 925XXX accounts in MME?,What will happen when I change the owner name of an MME contract?,0.0,1.0364922253813802e-09
3647,3647,50.0,Where to find 925XXX accounts in MME?,Can you tell me about contract commitment in WMU Dashboard? How can I use it?,0.0,4.7108431317610666e-05
3648,3648,50.0,Where to find 925XXX accounts in MME?,How can I use the contract commitment in WMU Dashboard?,0.0,5.531155125026999e-07
3649,3649,50.0,Where to find 925XXX accounts in MME?,What is a Contract Commitment graph in the WMU Dashboard and how can I use it?,0.0,1.2985266948817298e-05
3650,3650,50.0,Where to find 925XXX accounts in MME?,How can I close a contract?,0.0,1.7425928433567606e-07
3651,3651,50.0,Where to find 925XXX accounts in MME?,is there a way to delete a contract?,0.0,8.917314744394389e-07
3652,3652,50.0,Where to find 925XXX accounts in MME?,how can I delete a contract?,0.0,1.630441147426609e-06
3653,3653,50.0,Where to find 925XXX accounts in MME?,What are the steps needed for managing the Submission Confirmation email?,0.0,0.0067526851780712605
3654,3654,50.0,Where to find 925XXX accounts in MME?,Can I control which resources will be receiving the Submission Confirmation email?,0.0,0.10823938995599747
3655,3655,50.0,Where to find 925XXX accounts in MME?,"Regarding contracts, how do I end one in MME?",0.0,2.1814010153775598e-07
3656,3656,50.0,Where to find 925XXX accounts in MME?,Can you terminate a contract in MME?,0.0,9.223469533026218e-06
3657,3657,50.0,Where to find 925XXX accounts in MME?,Are there applications that supports MME for Cost Collectors?,0.0,3.4833462336791854e-08
3658,3658,50.0,Where to find 925XXX accounts in MME?,Once a cost collector has been activated can I use applications that are integrated with MME?,0.0,9.409274470684181e-10
3659,3659,50.0,Where to find 925XXX accounts in MME?,What is the relevance of ODE Version in the graph?,0.0,2.1517973891604925e-06
3660,3660,50.0,Where to find 925XXX accounts in MME?,What are the details for using dashboards?,0.0,1.6544750906177796e-05
3661,3661,50.0,Where to find 925XXX accounts in MME?,If I have a View Only access to a contract can I run reports for that contract?,0.0,2.6226990712530096e-07
3662,3662,50.0,Where to find 925XXX accounts in MME?,What type of access needed to run reports for a specific contract?,0.0,4.465782694751397e-07
3663,3663,50.0,Where to find 925XXX accounts in MME?,Can you give me details regarding the availability of the revenue amounts? ,0.0,0.00048335723113268614
3664,3664,50.0,Where to find 925XXX accounts in MME?,How long will it take to receive the revenue amounts in MME?,0.0,1.5236499848469975e-06
3665,3665,50.0,Where to find 925XXX accounts in MME?,Can I change the Owner field on a contract WMU?,0.0,3.188328073777669e-11
3666,3666,50.0,Where to find 925XXX accounts in MME?,I want to change the owner field on a contract.,0.0,1.6268856262158238e-09
3667,3667,50.0,Where to find 925XXX accounts in MME?,How to view resources on the roster page?,0.0,7.544651452917606e-05
3668,3668,50.0,Where to find 925XXX accounts in MME?,Roster page wasn't able to diplay all resources. Why?,0.0,2.256526613564347e-06
3669,3669,50.0,Where to find 925XXX accounts in MME?,What is the link for Contract Loss?,0.0,4.0027536840625544e-08
3670,3670,50.0,Where to find 925XXX accounts in MME?,Can you provide details for PoC Contract Loss?,0.0,7.165872375480831e-07
3671,3671,50.0,Where to find 925XXX accounts in MME?,What is the use of Include Actuals?,0.0,0.000703853671438992
3672,3672,50.0,Where to find 925XXX accounts in MME?,"Checkbox is disabled in Include Actuals, can I have an alternative solution for this matter?",0.0,0.00029636803083121777
3673,3673,50.0,Where to find 925XXX accounts in MME?,Can you give me information about deleting contracts,0.0,0.0034547694958746433
3674,3674,50.0,Where to find 925XXX accounts in MME?,Can you tell me the process of deleting a contract,0.0,4.0479233575752005e-05
3675,3675,50.0,Where to find 925XXX accounts in MME?,I need to know how i close a contract in MME with the Strikethrough,0.0,1.057069039234193e-05
3676,3676,50.0,Where to find 925XXX accounts in MME?,I couldn't delete a contract,0.0,1.8270136479259236e-06
3677,3677,50.0,Where to find 925XXX accounts in MME?,can I delete a contract from mme,0.0,9.223469533026218e-06
3678,3678,50.0,Where to find 925XXX accounts in MME?,I need to close / Delete a contract in MME,0.0,1.7441364263959258e-07
3679,3679,50.0,Where to find 925XXX accounts in MME?,Is IWEP supported in MME?,0.0,2.3473394321626984e-05
3680,3680,50.0,Where to find 925XXX accounts in MME?,how do I gain access in MME?,0.0,0.0015190760605037212
3681,3681,50.0,Where to find 925XXX accounts in MME?,request access for new joiner,0.0,3.0536346457665786e-05
3682,3682,50.0,Where to find 925XXX accounts in MME?,need to ask how to close contract in MME,0.0,1.7441364263959258e-07
3683,3683,50.0,Where to find 925XXX accounts in MME?,costs not showing as expected in Cost tab,0.0,3.0150474117363046e-08
3684,3684,50.0,Where to find 925XXX accounts in MME?,I am getting a error when trying to put in a forecast,0.0,2.6553248488880854e-08
3685,3685,50.0,Where to find 925XXX accounts in MME?,"I got an error saying, The forecast submission attempted to update EACs for a closed month. Please resubmit using a forecast version from  the current open forecasting month.""",0.0,3.9780896798902177e-08
3686,3686,50.0,Where to find 925XXX accounts in MME?,I would need to have access to MME,0.0,0.0001437680039089173
3687,3687,50.0,Where to find 925XXX accounts in MME?,I would like support in knowing the procedure to get access to MME of my current project,0.0,0.00027986487839370966
3688,3688,50.0,Where to find 925XXX accounts in MME?,I would like access to MME,0.0,0.0029084887355566025
3689,3689,50.0,Where to find 925XXX accounts in MME?,how do i get access?,0.0,9.714471161714755e-06
3690,3690,50.0,Where to find 925XXX accounts in MME?,how do I get MME access,0.0,0.00043646269477903843
3691,3691,50.0,Where to find 925XXX accounts in MME?,I'd like to better undersand the functionality of the balance sheet,0.0,1.0295920219505206e-05
3692,3692,50.0,Where to find 925XXX accounts in MME?,i need support on a query around setting up a project in MME,0.0,6.494010449387133e-07
3693,3693,50.0,Where to find 925XXX accounts in MME?,how to create a project,0.0,7.819881631121461e-09
3694,3694,50.0,Where to find 925XXX accounts in MME?,I am trying to create a project,0.0,1.897941137585235e-09
3695,3695,50.0,Where to find 925XXX accounts in MME?,i'm trying to setup a new project,0.0,1.3958222098153783e-06
3696,3696,50.0,Where to find 925XXX accounts in MME?,Need help with project creation  ,0.0,2.9552870373095175e-08
3697,3697,50.0,Where to find 925XXX accounts in MME?,Do you know how to create it or if you have a job aid on creation?,0.0,1.3789478543912992e-05
3698,3698,50.0,Where to find 925XXX accounts in MME?,Closing of a contract,0.0,1.7425928433567606e-07
3699,3699,50.0,Where to find 925XXX accounts in MME?,what does MME stand for,0.0,4.6316250518430024e-05
3700,3700,51.0,Why is 94XXXX activity missing in MME? ,Can change contract end date by WBS?,0.0,6.534282892545207e-09
3701,3701,51.0,Why is 94XXXX activity missing in MME? ,how can I change contract end date by WBS?,0.0,6.534282892545207e-09
3702,3702,51.0,Why is 94XXXX activity missing in MME? ,Is there a way to change the contract end date by WBS?,0.0,4.85873519195934e-09
3703,3703,51.0,Why is 94XXXX activity missing in MME? ,How to forecast PoC Contract Loss in MME?,0.0,1.7662622475711487e-09
3704,3704,51.0,Why is 94XXXX activity missing in MME? ,how can I forecast PoC Contract Loss?,0.0,1.593127192667243e-11
3705,3705,51.0,Why is 94XXXX activity missing in MME? ,Is there a way to forecast PoC contract Loss?,0.0,2.981033475624173e-11
3706,3706,51.0,Why is 94XXXX activity missing in MME? ,When?user can?able to see the Jan14 revenue numbers in MME?,0.0,3.6299788916949183e-06
3707,3707,51.0,Why is 94XXXX activity missing in MME? ,when can a user be able to see the Jan 14 revenue numbers?,0.0,1.2473580000005313e-06
3708,3708,51.0,Why is 94XXXX activity missing in MME? ,Will a user be able to see the revenue numbers for Jan14?,0.0,1.2473580000005313e-06
3709,3709,51.0,Why is 94XXXX activity missing in MME? ,Can download the cost transaction everything report in Local currency?,0.0,2.6253827237199268e-11
3710,3710,51.0,Why is 94XXXX activity missing in MME? ,Can I download the cost transaction report in Local currency?,0.0,1.8525684458703395e-11
3711,3711,51.0,Why is 94XXXX activity missing in MME? ,How do I download the cost transaction report in Local currency?,0.0,1.8525684458703395e-11
3712,3712,51.0,Why is 94XXXX activity missing in MME? ,Best practice on SAP structures for MME success,0.0,1.903439169836929e-06
